Timestamp,what's your age ,what's your degree ,what is your year of studies ,what is your major ,  How many hours do you sleep on average per night?  ,   How many hours do you spend on screens per day (excluding academic work)?  ,  Do you engage in regular physical activity ? ,"  How many caffeinated drinks (coffee, tea, energy drinks) do you consume per day?  ",  How many hours do you study per week outside of class?  ,do u have exams in the next two weeks ,  How would you rate your current academic workload?  ,"   On a scale from 1 to 10, how would you rate your current stress level?  "
09/04/2026 14:06:00,30,mastère,2nd,Droit / law,7–8 hours,4–6 hours,yes,0,10–20 hours,no,moderate,5
26/03/2026 07:00:00,18,pharmacie,2nd,Pharmacology,7–8 hours,Less than 2 hours,yes,0,10–20 hours,no,low,5
04/04/2026 17:32:00,21,licence,2nd,Web development,5–6 hours,2–4 hours,yes,2,10–20 hours,no,high,7
21/02/2026 16:54:00,21,médecine,4th,General medicine,7–8 hours,2–4 hours,yes,1,20–30 hours,no,low,4
21/01/2026 02:02:00,26,cycle d'ingénieur,5th,Data science,5–6 hours,More than 6 hours,no,2,More than 30 hours,yes,high,8
24/01/2026 04:57:00,28,doctorat,1st,Architecture and urban planning,Less than 5 hours,More than 6 hours,no,0,10–20 hours,no,moderate,4
25/03/2026 04:54:00,19,licence,3rd,Informatique de gestion,5–6 hours,Less than 2 hours,no,0,Less than 10 hours,no,low,2
11/02/2026 21:42:00,23,licence,2nd,Accounting,7–8 hours,4–6 hours,yes,3 or more,Less than 10 hours,yes,low,8
03/05/2026 21:29:00,20,cycle d'ingénieur,4th,Industrial computer science,5–6 hours,More than 6 hours,no,1,20–30 hours,yes,low,8
01/03/2026 17:13:00,21,licence,2nd,Philosophy,More than 8 hours,4–6 hours,yes,1,10–20 hours,yes,moderate,10
14/02/2026 00:45:00,23,médecine,3rd,Cardiology,More than 8 hours,More than 6 hours,yes,2,Less than 10 hours,yes,low,3
28/02/2026 20:03:11,25,cycle d'ingénieur,5th,IT,Less than 5 hours,More than 6 hours,no,0,Less than 10 hours,no,high,7
31/03/2026 03:28:00,24,cycle d'ingénieur,2nd,Computer science,5–6 hours,2–4 hours,no,3 or more,10–20 hours,yes,moderate,5
24/04/2026 15:52:00,24,cycle d'ingénieur,5th,Embedded systems,Less than 5 hours,4–6 hours,yes,2,Less than 10 hours,yes,low,5
18/04/2026 18:58:00,23,cycle d'ingénieur,3rd,Computer science,7–8 hours,More than 6 hours,no,1,20–30 hours,no,moderate,6
19/04/2026 01:16:00,20,médecine,6th,Pediatrics,5–6 hours,4–6 hours,yes,3 or more,More than 30 hours,yes,high,7
15/02/2026 05:30:00,30,mastère,1st,Finance & banking,7–8 hours,4–6 hours,yes,2,20–30 hours,yes,low,4
03/02/2026 05:06:00,25,pharmacie,5th,Clinical pharmacy,More than 8 hours,4–6 hours,no,0,10–20 hours,no,moderate,7
18/03/2026 14:19:34,19,licence,1st,Biotechnology ,Less than 5 hours,More than 6 hours,no,1,Less than 10 hours,no,moderate,10
11/03/2026 03:03:00,21,licence,3rd,Informatique de gestion,7–8 hours,2–4 hours,no,3 or more,More than 30 hours,no,high,6
14/03/2026 12:46:00,27,médecine,6th,General medicine,5–6 hours,2–4 hours,yes,1,20–30 hours,yes,moderate,7
20/03/2026 04:40:00,22,licence,3rd,Physics,7–8 hours,More than 6 hours,yes,3 or more,Less than 10 hours,yes,low,2
28/03/2026 10:38:00,22,pharmacie,4th,Pharmacology,Less than 5 hours,More than 6 hours,no,1,More than 30 hours,no,high,7
18/04/2026 11:03:59,24,cycle d'ingénieur,4th,engineering,5–6 hours,4–6 hours,yes,1,Less than 10 hours,no,low,2
12/04/2026 04:31:00,26,mastère,2nd,Graphic design,Less than 5 hours,2–4 hours,no,1,10–20 hours,yes,high,8
10/01/2026 19:54:00,26,cycle d'ingénieur,4th,Healthcare IT,More than 8 hours,4–6 hours,no,1,10–20 hours,yes,moderate,4
12/02/2026 09:56:00,26,cycle d'ingénieur,1st,Civil engineering,Less than 5 hours,More than 6 hours,no,1,20–30 hours,no,moderate,7
19/03/2026 01:58:00,23,cycle d'ingénieur,3rd,Industrial computer science,7–8 hours,Less than 2 hours,no,1,10–20 hours,no,moderate,5
04/04/2026 03:00:00,30,doctorat,2nd,Environmental science,5–6 hours,More than 6 hours,no,0,10–20 hours,no,high,7
27/03/2026 19:10:40,21,licence,2nd,Sc de gestion,5–6 hours,4–6 hours,yes,1,Less than 10 hours,no,low,2
05/05/2026 11:51:00,27,cycle d'ingénieur,1st,Cybersecurity,5–6 hours,Less than 2 hours,no,0,Less than 10 hours,yes,low,6
07/02/2026 11:55:00,18,licence,2nd,Philosophy,5–6 hours,4–6 hours,no,2,10–20 hours,yes,moderate,9
27/01/2026 17:17:00,20,cycle d'ingénieur,5th,Software engineering,More than 8 hours,2–4 hours,yes,1,20–30 hours,no,low,1
09/02/2026 06:35:00,24,cycle d'ingénieur,5th,Civil engineering,7–8 hours,2–4 hours,no,1,20–30 hours,yes,high,5
08/02/2026 15:47:00,18,médecine,4th,Cardiology,5–6 hours,Less than 2 hours,no,0,More than 30 hours,no,high,8
26/03/2026 01:15:00,29,mastère,1st,Cybersecurity,Less than 5 hours,More than 6 hours,yes,2,20–30 hours,yes,low,7
13/04/2026 06:19:00,23,préparatoire intégrée,2nd,Physics,More than 8 hours,2–4 hours,no,1,20–30 hours,no,low,1
17/04/2026 01:07:00,27,mastère,2nd,Telecom & networks,5–6 hours,More than 6 hours,no,1,10–20 hours,no,high,8
16/02/2026 02:41:00,25,cycle d'ingénieur,5th,Civil engineering,More than 8 hours,2–4 hours,yes,3 or more,10–20 hours,yes,low,6
10/04/2026 09:19:00,21,mastère,1st,Environmental science,5–6 hours,More than 6 hours,yes,2,Less than 10 hours,yes,moderate,6
04/04/2026 03:58:00,17,préparatoire intégrée,2nd,Computer science,5–6 hours,2–4 hours,yes,0,Less than 10 hours,yes,low,6
07/02/2026 11:39:00,20,préparatoire intégrée,2nd,Engineering sciences,7–8 hours,2–4 hours,no,0,20–30 hours,no,low,4
17/03/2026 17:43:00,22,licence,3rd,Accounting,More than 8 hours,4–6 hours,no,2,Less than 10 hours,yes,low,1
13/04/2026 13:50:00,21,préparatoire intégrée,1st,Biology,5–6 hours,2–4 hours,no,0,20–30 hours,yes,high,9
23/04/2026 14:21:00,20,cycle d'ingénieur,4th,Industrial computer science,5–6 hours,More than 6 hours,no,1,20–30 hours,yes,low,8
11/04/2026 17:11:00,18,préparatoire intégrée,2nd,AI,Less than 5 hours,More than 6 hours,no,0,20–30 hours,yes,high,6
28/02/2026 06:06:00,21,cycle d'ingénieur,4th,Data science,Less than 5 hours,4–6 hours,yes,2,More than 30 hours,yes,moderate,9
02/05/2026 22:22:00,17,licence,2nd,Accounting,5–6 hours,4–6 hours,no,3 or more,20–30 hours,yes,high,10
20/03/2026 18:44:06,20,cycle d'ingénieur,4th,Biomedical engineering ,5–6 hours,4–6 hours,yes,2,Less than 10 hours,no,low,8
23/02/2026 09:35:00,21,licence,1st,Économie,Less than 5 hours,More than 6 hours,no,1,10–20 hours,yes,high,10
16/03/2026 17:26:00,24,mastère,1st,Environmental science,7–8 hours,Less than 2 hours,no,0,10–20 hours,yes,low,6
25/03/2026 00:24:00,23,cycle d'ingénieur,2nd,Civil engineering,7–8 hours,4–6 hours,yes,1,10–20 hours,yes,moderate,3
27/01/2026 14:30:00,21,pharmacie,4th,Industrial pharmacy,7–8 hours,4–6 hours,no,3 or more,20–30 hours,no,high,5
17/04/2026 08:23:00,22,médecine,2nd,Neurology,7–8 hours,2–4 hours,yes,0,20–30 hours,yes,low,5
21/01/2026 10:18:00,25,cycle d'ingénieur,3rd,Mécatronique,More than 8 hours,Less than 2 hours,yes,0,10–20 hours,no,low,5
26/01/2026 18:46:00,20,licence,3rd,Économie,7–8 hours,More than 6 hours,yes,0,20–30 hours,no,moderate,9
09/04/2026 12:40:49,24,licence,2nd,IT,Less than 5 hours,More than 6 hours,no,3 or more,Less than 10 hours,yes,low,8
11/02/2026 07:52:00,17,pharmacie,1st,Industrial pharmacy,5–6 hours,4–6 hours,yes,0,20–30 hours,yes,moderate,8
18/04/2026 06:08:00,23,cycle d'ingénieur,4th,Civil engineering,7–8 hours,4–6 hours,no,0,More than 30 hours,yes,high,5
07/03/2026 22:06:00,29,mastère,2nd,Project management,Less than 5 hours,2–4 hours,no,0,20–30 hours,no,high,9
30/04/2026 23:14:00,24,cycle d'ingénieur,2nd,Cybersecurity,5–6 hours,4–6 hours,no,3 or more,20–30 hours,no,high,7
23/02/2026 17:01:00,19,licence,2nd,Mathematics,More than 8 hours,4–6 hours,yes,2,Less than 10 hours,no,low,3
08/03/2026 12:52:35,21,licence,1st,Web development,More than 8 hours,4–6 hours,no,0,10–20 hours,yes,moderate,7
28/03/2026 01:40:00,22,cycle d'ingénieur,4th,Healthcare IT,Less than 5 hours,More than 6 hours,yes,1,20–30 hours,no,low,7
02/02/2026 02:16:00,22,cycle d'ingénieur,2nd,Civil engineering,Less than 5 hours,2–4 hours,no,3 or more,10–20 hours,yes,high,10
28/03/2026 00:30:00,28,mastère,1st,Data analytics,7–8 hours,More than 6 hours,no,0,20–30 hours,yes,high,4
14/01/2026 13:28:00,22,licence,3rd,Law,Less than 5 hours,More than 6 hours,no,1,20–30 hours,yes,high,10
26/02/2026 11:20:00,26,mastère,2nd,Data analytics,7–8 hours,4–6 hours,no,1,10–20 hours,no,high,4
16/04/2026 11:13:00,29,mastère,1st,Project management,7–8 hours,More than 6 hours,yes,2,20–30 hours,yes,moderate,9
22/04/2026 07:34:00,24,mastère,2nd,Telecom & networks,5–6 hours,More than 6 hours,no,1,10–20 hours,no,high,8
08/01/2026 17:28:00,27,mastère,1st,Graphic design,5–6 hours,More than 6 hours,no,2,More than 30 hours,yes,high,10
26/03/2026 18:40:00,21,licence,3rd,Biotechnology,5–6 hours,More than 6 hours,no,1,Less than 10 hours,yes,low,3
25/02/2026 04:30:00,22,licence,1st,Accounting,7–8 hours,4–6 hours,yes,2,10–20 hours,yes,high,4
15/03/2026 20:10:09,21,mastère,1st,Droit / law,5–6 hours,2–4 hours,no,3 or more,Less than 10 hours,no,moderate,9
01/03/2026 15:32:00,23,cycle d'ingénieur,5th,Software engineering,5–6 hours,2–4 hours,yes,1,10–20 hours,no,moderate,2
20/03/2026 19:25:21,20,licence,1st,LAW ,7–8 hours,4–6 hours,yes,1,10–20 hours,no,moderate,4
22/02/2026 04:38:00,28,doctorat,3rd,Environmental science,More than 8 hours,2–4 hours,yes,3 or more,Less than 10 hours,no,low,3
21/03/2026 13:12:00,23,cycle d'ingénieur,5th,Cybersecurity,Less than 5 hours,2–4 hours,no,1,Less than 10 hours,no,high,10
02/04/2026 14:18:00,29,doctorat,3rd,Architecture and urban planning,7–8 hours,More than 6 hours,no,2,20–30 hours,yes,moderate,6
09/02/2026 20:28:00,25,pharmacie,5th,Clinical pharmacy,More than 8 hours,4–6 hours,no,0,10–20 hours,no,moderate,7
01/04/2026 22:48:00,21,licence,3rd,Physics,7–8 hours,More than 6 hours,yes,3 or more,Less than 10 hours,yes,low,2
15/04/2026 20:02:00,23,cycle d'ingénieur,4th,Cybersecurity,7–8 hours,2–4 hours,no,0,10–20 hours,yes,moderate,8
19/01/2026 04:44:00,19,préparatoire intégrée,2nd,Mathematics,5–6 hours,2–4 hours,yes,1,20–30 hours,no,moderate,2
27/03/2026 03:48:00,21,licence,1st,Psychology,Less than 5 hours,More than 6 hours,no,0,10–20 hours,no,high,7
15/02/2026 08:20:00,26,cycle d'ingénieur,3rd,Biomedical engineering,5–6 hours,2–4 hours,no,3 or more,Less than 10 hours,no,moderate,4
11/03/2026 12:38:00,22,cycle d'ingénieur,5th,Computer science,More than 8 hours,4–6 hours,yes,2,Less than 10 hours,yes,moderate,6
07/03/2026 05:27:00,22,mastère,1st,Graphic design,Less than 5 hours,More than 6 hours,no,2,10–20 hours,yes,moderate,5
01/03/2026 23:39:00,20,cycle d'ingénieur,4th,Biomedical engineering,5–6 hours,2–4 hours,yes,3 or more,10–20 hours,no,moderate,7
15/03/2026 07:47:00,22,licence,1st,Informatique de gestion,5–6 hours,2–4 hours,no,2,20–30 hours,yes,high,7
07/04/2026 13:04:00,20,préparatoire intégrée,2nd,Chemistry,More than 8 hours,2–4 hours,no,1,20–30 hours,no,high,9
17/01/2026 07:54:00,18,licence,3rd,Économie,7–8 hours,More than 6 hours,yes,0,20–30 hours,no,moderate,9
18/04/2026 18:36:00,19,licence,3rd,Philosophy,Less than 5 hours,4–6 hours,no,1,More than 30 hours,yes,high,9
14/01/2026 08:06:00,26,médecine,4th,Neurology,Less than 5 hours,2–4 hours,no,1,10–20 hours,no,high,10
05/03/2026 05:51:00,23,licence,2nd,Physics,7–8 hours,4–6 hours,no,0,Less than 10 hours,no,low,2
31/03/2026 21:11:00,28,mastère,2nd,Droit / law,7–8 hours,4–6 hours,yes,0,10–20 hours,no,moderate,5
11/02/2026 00:04:00,25,cycle d'ingénieur,1st,Biomedical engineering,5–6 hours,2–4 hours,yes,0,Less than 10 hours,yes,low,4
23/02/2026 20:47:00,23,cycle d'ingénieur,1st,Healthcare IT,Less than 5 hours,More than 6 hours,no,2,20–30 hours,yes,high,8
20/04/2026 20:50:00,21,médecine,3rd,Pediatrics,7–8 hours,4–6 hours,no,1,10–20 hours,yes,high,9
20/01/2026 14:37:00,22,Bachelor degree at TBS,2nd,Entrepreneurship,More than 8 hours,More than 6 hours,no,0,More than 30 hours,no,high,6
17/03/2026 21:24:00,18,préparatoire intégrée,2nd,Computer science,5–6 hours,2–4 hours,yes,1,Less than 10 hours,yes,low,6
17/03/2026 15:31:00,31,mastère,1st,Project management,5–6 hours,4–6 hours,no,3 or more,10–20 hours,no,high,6
16/02/2026 20:08:00,20,licence,1st,Web development,7–8 hours,4–6 hours,no,0,20–30 hours,no,high,5
09/04/2026 00:35:00,24,médecine,2nd,Neurology,7–8 hours,2–4 hours,yes,0,20–30 hours,yes,low,4
08/04/2026 08:57:00,24,licence,1st,Marketing,Less than 5 hours,2–4 hours,no,1,Less than 10 hours,yes,low,8
24/02/2026 16:27:00,28,cycle d'ingénieur,3rd,Biomedical engineering,5–6 hours,2–4 hours,no,3 or more,Less than 10 hours,no,moderate,4
08/02/2026 06:22:00,21,pharmacie,4th,Industrial pharmacy,7–8 hours,4–6 hours,no,3 or more,20–30 hours,no,high,5
14/02/2026 15:28:00,18,licence,1st,Finance,7–8 hours,Less than 2 hours,yes,1,Less than 10 hours,yes,low,1
14/03/2026 19:19:00,22,pharmacie,3rd,Industrial pharmacy,5–6 hours,4–6 hours,no,1,10–20 hours,yes,high,8
22/01/2026 07:32:00,21,préparatoire intégrée,2nd,Mathematics,5–6 hours,2–4 hours,yes,1,20–30 hours,no,moderate,3
11/03/2026 09:02:00,26,mastère,1st,Data analytics,7–8 hours,2–4 hours,yes,0,20–30 hours,yes,moderate,10
04/03/2026 15:53:00,21,licence,2nd,Philosophy,More than 8 hours,4–6 hours,yes,1,10–20 hours,yes,moderate,10
03/02/2026 11:36:00,35,doctorat,3rd,Mathematics,Less than 5 hours,Less than 2 hours,no,3 or more,20–30 hours,yes,moderate,6
13/02/2026 23:03:00,28,cycle d'ingénieur,3rd,Biomedical engineering,5–6 hours,2–4 hours,no,3 or more,Less than 10 hours,no,moderate,5
09/03/2026 00:51:35,19,licence,1st,Web development,7–8 hours,4–6 hours,no,0,10–20 hours,yes,moderate,6
27/04/2026 11:42:00,27,licence,3rd,Network security,Less than 5 hours,4–6 hours,no,1,10–20 hours,no,high,1
29/04/2026 18:16:00,19,licence,3rd,Mathematics,Less than 5 hours,4–6 hours,no,1,Less than 10 hours,yes,low,8
05/05/2026 19:32:00,28,licence,3rd,Network security,Less than 5 hours,4–6 hours,no,1,10–20 hours,no,high,1
23/03/2026 19:41:00,25,Bachelor degree at TBS,1st,Finance,7–8 hours,2–4 hours,yes,1,10–20 hours,no,low,3
26/03/2026 08:57:00,23,cycle d'ingénieur,2nd,Healthcare IT,5–6 hours,More than 6 hours,no,1,Less than 10 hours,no,low,2
17/02/2026 03:48:00,18,licence,1st,Accounting,7–8 hours,4–6 hours,no,3 or more,10–20 hours,yes,high,7
13/01/2026 18:30:00,25,cycle d'ingénieur,5th,Industrial computer science,5–6 hours,More than 6 hours,no,3 or more,10–20 hours,no,moderate,8
15/03/2026 15:17:00,20,licence,3rd,Accounting,More than 8 hours,4–6 hours,no,2,Less than 10 hours,yes,low,1
31/01/2026 06:16:00,24,cycle d'ingénieur,1st,Biomedical engineering,5–6 hours,2–4 hours,yes,0,Less than 10 hours,yes,low,6
07/02/2026 09:01:00,21,médecine,1st,Pediatrics,Less than 5 hours,2–4 hours,yes,1,20–30 hours,yes,moderate,4
15/04/2026 04:12:00,18,licence,2nd,Économie,7–8 hours,Less than 2 hours,no,2,Less than 10 hours,no,low,1
12/03/2026 14:12:00,24,cycle d'ingénieur,4th,Cybersecurity,More than 8 hours,More than 6 hours,yes,1,Less than 10 hours,no,low,3
10/02/2026 10:03:00,20,cycle d'ingénieur,5th,Civil engineering,Less than 5 hours,4–6 hours,no,0,More than 30 hours,yes,high,6
12/02/2026 14:34:00,30,mastère,2nd,Cybersecurity,7–8 hours,More than 6 hours,no,3 or more,20–30 hours,yes,moderate,6
04/04/2026 17:08:00,24,licence,2nd,Network security,7–8 hours,More than 6 hours,no,2,10–20 hours,no,low,1
02/03/2026 18:31:00,17,préparatoire intégrée,1st,AI,Less than 5 hours,2–4 hours,no,1,10–20 hours,yes,high,10
11/04/2026 21:39:00,20,cycle d'ingénieur,1st,Mechanical engineering,5–6 hours,More than 6 hours,yes,3 or more,Less than 10 hours,yes,low,4
31/01/2026 04:38:00,24,licence,3rd,Law,Less than 5 hours,More than 6 hours,no,1,20–30 hours,yes,high,10
31/01/2026 18:32:00,21,cycle d'ingénieur,5th,Data science,5–6 hours,2–4 hours,yes,1,More than 30 hours,no,low,6
06/03/2026 11:42:00,21,cycle d'ingénieur,2nd,Embedded systems,Less than 5 hours,2–4 hours,no,1,Less than 10 hours,yes,low,6
22/04/2026 08:36:00,24,mastère,2nd,Cybersecurity,7–8 hours,2–4 hours,yes,1,Less than 10 hours,yes,low,7
01/04/2026 22:26:00,24,pharmacie,2nd,Industrial pharmacy,Less than 5 hours,2–4 hours,no,3 or more,Less than 10 hours,yes,moderate,10
24/01/2026 19:40:00,26,cycle d'ingénieur,1st,Telecommunications engineering,More than 8 hours,4–6 hours,yes,1,Less than 10 hours,yes,low,4
03/05/2026 02:03:00,20,préparatoire intégrée,1st,Mathematics,Less than 5 hours,Less than 2 hours,yes,0,More than 30 hours,no,low,4
20/04/2026 18:20:00,18,licence,1st,Network security,7–8 hours,2–4 hours,yes,2,20–30 hours,no,moderate,6
06/04/2026 19:14:00,24,cycle d'ingénieur,4th,Data science,7–8 hours,More than 6 hours,yes,1,Less than 10 hours,yes,low,6
15/04/2026 23:32:00,22,licence,2nd,Philosophy,More than 8 hours,4–6 hours,no,1,Less than 10 hours,no,moderate,3
26/03/2026 13:09:00,23,cycle d'ingénieur,5th,Software engineering,5–6 hours,More than 6 hours,no,1,10–20 hours,no,moderate,8
26/04/2026 07:27:00,23,cycle d'ingénieur,4th,Robotics,5–6 hours,More than 6 hours,no,1,10–20 hours,no,moderate,5
27/03/2026 22:44:00,17,licence,2nd,Sciences de gestion,7–8 hours,Less than 2 hours,yes,1,10–20 hours,no,low,1
27/02/2026 01:05:00,22,mastère,1st,Graphic design,Less than 5 hours,4–6 hours,no,1,20–30 hours,no,high,9
14/02/2026 06:54:00,22,licence,1st,English,5–6 hours,More than 6 hours,yes,0,10–20 hours,yes,moderate,10
17/03/2026 11:47:34,19,licence,1st,Biotechnology ,Less than 5 hours,More than 6 hours,no,1,Less than 10 hours,no,moderate,10
25/03/2026 15:17:00,23,cycle d'ingénieur,2nd,Mechanical engineering,7–8 hours,More than 6 hours,yes,1,10–20 hours,no,high,6
10/03/2026 21:30:00,22,cycle d'ingénieur,4th,Industrial computer science,More than 8 hours,2–4 hours,yes,1,10–20 hours,no,low,1
03/02/2026 07:27:00,27,mastère,1st,AI & machine learning,5–6 hours,4–6 hours,no,0,Less than 10 hours,no,moderate,7
08/03/2026 13:03:00,28,doctorat,2nd,Computer science,7–8 hours,More than 6 hours,yes,1,Less than 10 hours,yes,low,2
25/03/2026 23:00:00,22,Bachelor degree at TBS,1st,Entrepreneurship,7–8 hours,More than 6 hours,yes,1,10–20 hours,no,moderate,5
14/02/2026 15:17:00,21,licence,2nd,Physics,5–6 hours,More than 6 hours,yes,0,20–30 hours,yes,low,4
07/03/2026 19:56:00,23,cycle d'ingénieur,3rd,Mécatronique,5–6 hours,2–4 hours,no,2,Less than 10 hours,yes,low,3
08/02/2026 20:19:00,19,licence,1st,Accounting,7–8 hours,4–6 hours,no,3 or more,10–20 hours,yes,high,7
11/02/2026 06:22:00,22,cycle d'ingénieur,3rd,Telecommunications engineering,More than 8 hours,More than 6 hours,no,1,Less than 10 hours,no,moderate,6
16/03/2026 09:59:00,24,cycle d'ingénieur,3rd,Industrial computer science,7–8 hours,Less than 2 hours,no,1,10–20 hours,no,moderate,4
12/02/2026 00:06:00,20,préparatoire intégrée,2nd,Engineering sciences,More than 8 hours,More than 6 hours,no,1,Less than 10 hours,yes,low,1
30/01/2026 15:48:00,23,cycle d'ingénieur,3rd,Computer science,Less than 5 hours,4–6 hours,no,1,10–20 hours,yes,moderate,8
11/02/2026 07:10:00,21,médecine,1st,Pediatrics,Less than 5 hours,2–4 hours,yes,1,20–30 hours,yes,moderate,5
03/04/2026 12:29:00,21,cycle d'ingénieur,4th,Healthcare IT,Less than 5 hours,More than 6 hours,yes,1,20–30 hours,no,low,8
28/02/2026 07:59:00,18,préparatoire intégrée,2nd,Physics,5–6 hours,2–4 hours,yes,0,Less than 10 hours,no,low,5
24/03/2026 20:46:00,18,cycle d'ingénieur,5th,Cybersecurity,More than 8 hours,2–4 hours,no,1,Less than 10 hours,no,low,2
29/03/2026 11:45:00,27,médecine,2nd,Pediatrics,Less than 5 hours,4–6 hours,no,1,10–20 hours,yes,high,8
09/04/2026 13:25:00,18,préparatoire intégrée,1st,Computer science,Less than 5 hours,4–6 hours,yes,1,20–30 hours,yes,low,7
19/02/2026 02:36:00,26,mastère,2nd,Business law,5–6 hours,2–4 hours,yes,0,10–20 hours,yes,high,4
03/02/2026 07:05:00,22,Bachelor degree at TBS,2nd,Entrepreneurship,More than 8 hours,More than 6 hours,no,0,More than 30 hours,no,high,7
10/03/2026 17:36:00,22,cycle d'ingénieur,3rd,Industrial computer science,7–8 hours,More than 6 hours,yes,3 or more,10–20 hours,yes,low,7
08/01/2026 05:09:00,23,cycle d'ingénieur,4th,Data science,5–6 hours,More than 6 hours,no,2,More than 30 hours,no,high,10
25/02/2026 13:41:00,17,préparatoire intégrée,2nd,Mathematics,7–8 hours,4–6 hours,no,2,10–20 hours,no,high,7
